n_cells,seed,strategy,correct_A,correct_B,correct_pair,correct_direction,total_decisions,pair_accuracy,side_accuracy,direction_accuracy
100,13,nll,433,443,400,476,476,0.8403361344537815,0.9201680672268907,1.0
100,13,nll_max_lca,485,487,476,496,496,0.9596774193548387,0.9798387096774194,1.0
100,14,gt_min,486,486,486,486,486,1.0,1.0,1.0
100,14,gt_max_lca,471,471,471,471,471,1.0,1.0,1.0
100,14,hamming,423,414,355,488,488,0.7274590163934426,0.8575819672131147,1.0
100,14,hamming_max_lca,420,428,379,469,469,0.8081023454157783,0.9040511727078892,1.0
100,14,nll,438,433,396,479,479,0.826722338204593,0.9091858037578288,1.0
100,14,nll_max_lca,465,476,457,484,484,0.9442148760330579,0.9721074380165289,1.0
100,15,gt_min,475,475,475,475,475,1.0,1.0,1.0
100,15,gt_max_lca,483,483,483,483,483,1.0,1.0,1.0
100,15,hamming,400,416,355,464,464,0.7650862068965517,0.8793103448275862,1.0
100,15,hamming_max_lca,425,455,398,482,482,0.8257261410788381,0.9128630705394191,1.0
100,15,nll,461,456,427,491,491,0.869653767820774,0.9338085539714868,1.0
100,15,nll_max_lca,466,469,455,480,480,0.9479166666666666,0.9739583333333334,1.0
100,16,gt_min,495,495,495,495,495,1.0,1.0,1.0
100,16,gt_max_lca,456,456,456,456,456,1.0,1.0,1.0
100,16,hamming,446,441,400,486,491,0.814663951120163,0.9032586558044806,0.9898167006109979
100,16,hamming_max_lca,423,452,391,484,484,0.8078512396694215,0.9039256198347108,1.0
100,16,nll,438,437,396,484,484,0.8181818181818182,0.9039256198347108,1.0
100,16,nll_max_lca,466,461,452,475,475,0.9515789473684211,0.9757894736842105,1.0
100,17,gt_min,490,490,490,490,490,1.0,1.0,1.0
100,17,gt_max_lca,484,484,484,484,484,1.0,1.0,1.0
100,17,hamming,422,416,365,474,479,0.7620041753653445,0.8747390396659708,0.9895615866388309
100,17,hamming_max_lca,430,425,381,470,474,0.8037974683544303,0.9018987341772152,0.9915611814345991
100,17,nll,422,450,391,484,484,0.8078512396694215,0.9008264462809917,1.0
100,17,nll_max_lca,479,470,461,488,488,0.944672131147541,0.9723360655737705,1.0
100,18,gt_min,469,469,469,469,469,1.0,1.0,1.0
100,18,gt_max_lca,489,489,489,489,489,1.0,1.0,1.0
100,18,hamming,403,440,361,488,488,0.7397540983606558,0.8637295081967213,1.0
100,18,hamming_max_lca,440,429,394,475,475,0.8294736842105264,0.9147368421052632,1.0
100,18,nll,444,449,412,465,481,0.8565488565488566,0.9282744282744283,0.9667359667359667
100,18,nll_max_lca,462,468,457,473,473,0.9661733615221987,0.9830866807610994,1.0
100,19,gt_min,497,497,497,497,497,1.0,1.0,1.0
100,19,gt_max_lca,476,476,476,476,476,1.0,1.0,1.0
100,19,hamming,377,436,346,477,477,0.7253668763102725,0.8522012578616353,1.0
100,19,hamming_max_lca,428,430,383,475,475,0.8063157894736842,0.9031578947368422,1.0
100,19,nll,434,446,402,480,480,0.8375,0.9166666666666666,1.0
100,19,nll_max_lca,455,457,440,472,472,0.9322033898305084,0.9661016949152542,1.0
200,0,gt_min,1170,1170,1170,1170,1170,1.0,1.0,1.0
200,0,gt_max_lca,1207,1207,1207,1207,1207,1.0,1.0,1.0
200,0,hamming,874,1011,748,1212,1219,0.6136177194421657,0.773174733388023,0.9942575881870386
200,0,hamming_max_lca,1077,1036,939,1170,1174,0.7998296422487223,0.8999148211243612,0.9965928449744463
200,0,nll,975,1017,854,1179,1179,0.724342663273961,0.8447837150127226,1.0
200,0,nll_max_lca,1128,1141,1085,1184,1184,0.9163851351351351,0.9581925675675675,1.0
200,1,gt_min,1206,1206,1206,1206,1206,1.0,1.0,1.0
200,1,gt_max_lca,1180,1180,1180,1180,1180,1.0,1.0,1.0
200,1,hamming,872,1010,764,1197,1207,0.6329743164871583,0.7796188898094449,0.9917149958574979
200,1,hamming_max_lca,1059,1015,890,1184,1184,0.7516891891891891,0.8758445945945946,1.0
200,1,nll,1013,991,874,1180,1180,0.7406779661016949,0.8491525423728814,1.0
200,1,nll_max_lca,1158,1176,1130,1204,1204,0.9385382059800664,0.9692691029900332,1.0
200,2,gt_min,1170,1170,1170,1170,1170,1.0,1.0,1.0
200,2,gt_max_lca,1190,1190,1190,1190,1190,1.0,1.0,1.0
200,2,hamming,879,962,740,1169,1169,0.6330196749358425,0.7874251497005988,1.0
200,2,hamming_max_lca,1044,1099,958,1180,1185,0.8084388185654009,0.9042194092827004,0.9957805907172996
200,2,nll,1008,1033,889,1188,1188,0.7483164983164983,0.859006734006734,1.0
200,2,nll_max_lca,1152,1170,1134,1188,1188,0.9545454545454546,0.9772727272727273,1.0
200,3,gt_min,1168,1168,1168,1168,1168,1.0,1.0,1.0
200,3,gt_max_lca,1201,1201,1201,1201,1201,1.0,1.0,1.0
200,3,hamming,840,1015,733,1163,1189,0.616484440706476,0.780067283431455,0.9781328847771237
200,3,hamming_max_lca,1037,1120,945,1206,1212,0.7797029702970297,0.8898514851485149,0.995049504950495
200,3,nll,1008,1094,928,1201,1201,0.7726894254787677,0.8751040799333888,1.0
200,3,nll_max_lca,1149,1162,1121,1190,1190,0.9420168067226891,0.9710084033613445,1.0
200,4,gt_min,1169,1169,1169,1169,1169,1.0,1.0,1.0
200,4,gt_max_lca,1178,1178,1178,1178,1178,1.0,1.0,1.0
200,4,hamming,846,950,726,1174,1174,0.6183986371379898,0.7649063032367973,1.0
200,4,hamming_max_lca,1026,1111,952,1168,1186,0.8026981450252951,0.9009274873524452,0.984822934232715
200,4,nll,1009,1074,914,1208,1208,0.7566225165562914,0.8621688741721855,1.0
200,4,nll_max_lca,1146,1153,1103,1196,1196,0.9222408026755853,0.9611204013377926,1.0
200,5,gt_min,1173,1173,1173,1173,1173,1.0,1.0,1.0
200,5,gt_max_lca,1196,1196,1196,1196,1196,1.0,1.0,1.0
200,5,hamming,886,954,741,1189,1189,0.6232127838519764,0.7737594617325484,1.0
200,5,hamming_max_lca,1038,1078,943,1173,1173,0.803921568627451,0.9019607843137255,1.0
200,5,nll,1000,1071,907,1171,1195,0.7589958158995815,0.8665271966527197,0.9799163179916318
200,5,nll_max_lca,1130,1140,1086,1184,1184,0.9172297297297297,0.9586148648648649,1.0
200,6,gt_min,1204,1204,1204,1204,1204,1.0,1.0,1.0
200,6,gt_max_lca,1206,1206,1206,1206,1206,1.0,1.0,1.0
200,6,hamming,868,948,733,1184,1184,0.6190878378378378,0.7668918918918919,1.0
200,6,hamming_max_lca,1027,1112,949,1190,1190,0.7974789915966387,0.8987394957983194,1.0
200,6,nll,1055,1016,920,1189,1189,0.7737594617325484,0.8708999158957107,1.0
200,6,nll_max_lca,1115,1175,1090,1171,1200,0.9083333333333333,0.9541666666666667,0.9758333333333333
200,7,gt_min,1178,1178,1178,1178,1178,1.0,1.0,1.0
200,7,gt_max_lca,1171,1171,1171,1171,1171,1.0,1.0,1.0
200,7,hamming,890,933,733,1179,1179,0.6217133163698049,0.7731128074639525,1.0
200,7,hamming_max_lca,1056,1035,916,1175,1175,0.7795744680851063,0.8897872340425532,1.0
200,7,nll,1005,1058,906,1187,1187,0.7632687447346251,0.8689974726200506,1.0
200,7,nll_max_lca,1135,1177,1107,1188,1205,0.9186721991701244,0.9593360995850623,0.9858921161825727
200,8,gt_min,1196,1196,1196,1196,1196,1.0,1.0,1.0
200,8,gt_max_lca,1199,1199,1199,1199,1199,1.0,1.0,1.0
200,8,hamming,875,1001,753,1189,1209,0.6228287841191067,0.7758478081058726,0.9834574028122415
200,8,hamming_max_lca,1030,1083,926,1183,1187,0.7801179443976411,0.8900589721988206,0.9966301600673968
200,8,nll,1007,1000,859,1191,1191,0.7212426532325776,0.8425692695214105,1.0
200,8,nll_max_lca,1127,1182,1105,1169,1204,0.9177740863787376,0.9588870431893688,0.9709302325581395
200,9,gt_min,1190,1190,1190,1190,1190,1.0,1.0,1.0
200,9,gt_max_lca,1208,1208,1208,1208,1208,1.0,1.0,1.0
200,9,hamming,862,944,710,1185,1185,0.5991561181434599,0.7620253164556962,1.0
200,9,hamming_max_lca,1029,1079,927,1181,1181,0.7849280270956817,0.8924640135478408,1.0
200,9,nll,1021,1063,932,1186,1186,0.7858347386172007,0.8785834738617201,1.0
200,9,nll_max_lca,1160,1160,1120,1200,1200,0.9333333333333333,0.9666666666666667,1.0
200,10,gt_min,1208,1208,1208,1208,1208,1.0,1.0,1.0
200,10,gt_max_lca,1180,1180,1180,1180,1180,1.0,1.0,1.0
200,10,hamming,870,963,751,1183,1183,0.6348267117497887,0.7747252747252747,1.0
200,10,hamming_max_lca,992,1105,909,1176,1188,0.7651515151515151,0.8825757575757576,0.98989898989899
200,10,nll,1030,1053,916,1195,1195,0.7665271966527196,0.8715481171548117,1.0
200,10,nll_max_lca,1153,1172,1120,1205,1205,0.9294605809128631,0.9647302904564315,1.0
200,11,gt_min,1212,1212,1212,1212,1212,1.0,1.0,1.0
200,11,gt_max_lca,1173,1173,1173,1173,1173,1.0,1.0,1.0
200,11,hamming,874,972,745,1181,1181,0.6308213378492803,0.781541066892464,1.0
200,11,hamming_max_lca,1000,1110,915,1195,1195,0.7656903765690377,0.8828451882845189,1.0
200,11,nll,957,1016,847,1178,1178,0.7190152801358234,0.8374363327674024,1.0
200,11,nll_max_lca,1142,1163,1115,1190,1190,0.9369747899159664,0.9684873949579832,1.0
200,12,gt_min,1187,1187,1187,1187,1187,1.0,1.0,1.0
200,12,gt_max_lca,1167,1167,1167,1167,1167,1.0,1.0,1.0
200,12,hamming,894,955,755,1163,1163,0.649183147033534,0.794926913155632,1.0
200,12,hamming_max_lca,1055,1114,955,1188,1214,0.78665568369028,0.89332784184514,0.9785831960461285
200,12,nll,1003,992,853,1194,1194,0.7144053601340034,0.835427135678392,1.0
200,12,nll_max_lca,1098,1132,1067,1152,1163,0.9174548581255374,0.9587274290627688,0.9905417024935511
200,13,gt_min,1203,1203,1203,1203,1203,1.0,1.0,1.0
200,13,gt_max_lca,1171,1171,1171,1171,1171,1.0,1.0,1.0
200,13,hamming,874,969,720,1182,1208,0.5960264900662252,0.7628311258278145,0.9784768211920529
200,13,hamming_max_lca,1043,1100,947,1196,1196,0.7918060200668896,0.8959030100334449,1.0
200,13,nll,1016,1025,901,1183,1183,0.7616229923922232,0.8626373626373627,1.0
200,13,nll_max_lca,1141,1169,1116,1181,1194,0.9346733668341709,0.9673366834170855,0.9891122278056952
200,14,gt_min,1183,1183,1183,1183,1183,1.0,1.0,1.0
200,14,gt_max_lca,1178,1178,1178,1178,1178,1.0,1.0,1.0
200,14,hamming,850,986,727,1195,1195,0.6083682008368201,0.7682008368200837,1.0
200,14,hamming_max_lca,1024,1077,930,1171,1171,0.7941929974380871,0.8970964987190435,1.0
200,14,nll,980,1026,874,1178,1178,0.7419354838709677,0.8514431239388794,1.0
200,14,nll_max_lca,1123,1132,1091,1164,1164,0.9372852233676976,0.9686426116838488,1.0
200,15,gt_min,1177,1177,1177,1177,1177,1.0,1.0,1.0
200,15,gt_max_lca,1181,1181,1181,1181,1181,1.0,1.0,1.0
200,15,hamming,893,970,742,1174,1195,0.6209205020920502,0.7794979079497908,0.9824267782426779
200,15,hamming_max_lca,1025,1076,918,1151,1187,0.7733782645324347,0.8850042122999158,0.9696714406065712
200,15,nll,987,1012,864,1168,1171,0.7378309137489325,0.8535439795046968,0.9974380871050385
200,15,nll_max_lca,1144,1157,1115,1186,1186,0.9401349072512648,0.9700674536256324,1.0
200,16,gt_min,1174,1174,1174,1174,1174,1.0,1.0,1.0
200,16,gt_max_lca,1210,1210,1210,1210,1210,1.0,1.0,1.0
200,16,hamming,876,1000,749,1182,1205,0.6215767634854772,0.7784232365145228,0.9809128630705394
200,16,hamming_max_lca,1066,1111,975,1202,1202,0.8111480865224625,0.9055740432612313,1.0
200,16,nll,1002,1055,891,1193,1211,0.7357555739058629,0.8492981007431875,0.9851362510322048
200,16,nll_max_lca,1139,1170,1112,1197,1197,0.9289891395154553,0.9644945697577276,1.0
200,17,gt_min,1192,1192,1192,1192,1192,1.0,1.0,1.0
200,17,gt_max_lca,1214,1214,1214,1214,1214,1.0,1.0,1.0
200,17,hamming,868,948,737,1181,1181,0.6240474174428451,0.768839966130398,1.0
200,17,hamming_max_lca,1087,1051,935,1203,1203,0.7772236076475478,0.8886118038237739,1.0
200,17,nll,994,1020,882,1170,1170,0.7538461538461538,0.8606837606837607,1.0
200,17,nll_max_lca,1128,1156,1104,1180,1180,0.9355932203389831,0.9677966101694915,1.0
200,18,gt_min,1168,1168,1168,1168,1168,1.0,1.0,1.0
200,18,gt_max_lca,1202,1202,1202,1202,1202,1.0,1.0,1.0
200,18,hamming,881,957,754,1190,1190,0.6336134453781512,0.7722689075630252,1.0
200,18,hamming_max_lca,1055,1024,908,1171,1171,0.7754056362083689,0.8877028181041845,1.0
200,18,nll,1006,1060,916,1193,1193,0.7678122380553227,0.8658843252305113,1.0
200,18,nll_max_lca,1151,1157,1111,1197,1197,0.9281537176274018,0.9640768588137009,1.0
200,19,gt_min,1192,1192,1192,1192,1192,1.0,1.0,1.0
200,19,gt_max_lca,1201,1201,1201,1201,1201,1.0,1.0,1.0
200,19,hamming,925,959,772,1188,1188,0.6498316498316499,0.7929292929292929,1.0
200,19,hamming_max_lca,1034,1097,956,1175,1175,0.8136170212765957,0.9068085106382979,1.0
200,19,nll,971,981,842,1174,1174,0.717206132879046,0.8313458262350937,1.0
200,19,nll_max_lca,1163,1168,1147,1184,1184,0.96875,0.984375,1.0
500,0,gt_min,3707,3707,3707,3707,3707,1.0,1.0,1.0
500,0,gt_max_lca,3649,3649,3649,3649,3649,1.0,1.0,1.0
500,0,hamming,2809,2891,2280,3692,3715,0.6137281292059219,0.7671601615074024,0.9938088829071332
500,0,hamming_max_lca,3151,3351,2831,3661,3672,0.7709694989106753,0.8853485838779956,0.9970043572984749
500,0,nll,2740,3042,2389,3686,3686,0.6481280520889854,0.7843190450352686,1.0
500,0,nll_max_lca,3550,3591,3438,3703,3703,0.9284364029165542,0.9642182014582771,1.0
500,1,gt_min,3676,3676,3676,3676,3676,1.0,1.0,1.0
500,1,gt_max_lca,3667,3667,3667,3667,3667,1.0,1.0,1.0
500,1,hamming,2563,3019,2184,3707,3725,0.5863087248322147,0.7492617449664429,0.9951677852348993
500,1,hamming_max_lca,3235,3365,2887,3713,3713,0.7775383786695395,0.8887691893347698,1.0
500,1,nll,2967,3057,2555,3677,3692,0.6920368364030336,0.8158179848320694,0.9959371614301191
500,1,nll_max_lca,3568,3607,3461,3714,3714,0.9318793753365644,0.9659396876682822,1.0
500,2,gt_min,3708,3708,3708,3708,3708,1.0,1.0,1.0
500,2,gt_max_lca,3688,3688,3688,3688,3688,1.0,1.0,1.0
500,2,hamming,2598,2971,2234,3693,3701,0.6036206430694407,0.7523642258848959,0.9978384220480951
500,2,hamming_max_lca,3213,3343,2906,3650,3650,0.7961643835616439,0.8980821917808219,1.0
500,2,nll,2862,3139,2525,3718,3729,0.6771252346473585,0.804639313488871,0.9970501474926253
500,2,nll_max_lca,3547,3527,3409,3665,3665,0.930150068212824,0.965075034106412,1.0
500,3,gt_min,3651,3651,3651,3651,3651,1.0,1.0,1.0
500,3,gt_max_lca,3653,3653,3653,3653,3653,1.0,1.0,1.0
500,3,hamming,2791,2870,2241,3652,3723,0.6019339242546333,0.7602739726027398,0.9809293580445877
500,3,hamming_max_lca,3157,3464,2867,3746,3754,0.7637187000532765,0.8818593500266383,0.9978689397975493
500,3,nll,2989,3003,2525,3731,3731,0.6767622621281157,0.8030018761726079,1.0
500,3,nll_max_lca,3523,3566,3403,3686,3686,0.9232230059685296,0.9616115029842648,1.0
500,4,gt_min,3734,3734,3734,3734,3734,1.0,1.0,1.0
500,4,gt_max_lca,3630,3630,3630,3630,3630,1.0,1.0,1.0
500,4,hamming,2649,3038,2284,3737,3737,0.6111854428686112,0.7609044688252609,1.0
500,4,hamming_max_lca,3178,3455,2905,3721,3728,0.7792381974248928,0.8896190987124464,0.9981223175965666
500,4,nll,2761,3090,2433,3687,3687,0.6598860862489829,0.7934635204773529,1.0
500,4,nll_max_lca,3532,3602,3455,3671,3679,0.939113889643925,0.9695569448219625,0.9978254960587116
500,5,gt_min,3728,3728,3728,3728,3728,1.0,1.0,1.0
500,5,gt_max_lca,3682,3682,3682,3682,3682,1.0,1.0,1.0
500,5,hamming,2525,3051,2225,3692,3700,0.6013513513513513,0.7535135135135135,0.9978378378378379
500,5,hamming_max_lca,3209,3336,2875,3670,3670,0.7833787465940054,0.8916893732970027,1.0
500,5,nll,2857,3187,2544,3715,3715,0.6847913862718708,0.8134589502018843,1.0
500,5,nll_max_lca,3546,3603,3438,3711,3711,0.9264349232012935,0.9632174616006467,1.0
500,6,gt_min,3743,3743,3743,3743,3743,1.0,1.0,1.0
500,6,gt_max_lca,3782,3782,3782,3782,3782,1.0,1.0,1.0
500,6,hamming,2670,2964,2286,3711,3711,0.6160064672594988,0.7590945836701698,1.0
500,6,hamming_max_lca,3224,3341,2879,3686,3686,0.7810634834508953,0.8905317417254477,1.0
500,6,nll,2890,3199,2562,3746,3759,0.6815642458100558,0.8099228518222932,0.9965416334131418
500,6,nll_max_lca,3539,3589,3432,3696,3696,0.9285714285714286,0.9642857142857143,1.0
500,7,gt_min,3701,3701,3701,3701,3701,1.0,1.0,1.0
500,7,gt_max_lca,3680,3680,3680,3680,3680,1.0,1.0,1.0
500,7,hamming,2574,3179,2290,3698,3753,0.6101785238475886,0.7664535038635758,0.9853450572875033
500,7,hamming_max_lca,3255,3294,2854,3658,3703,0.7707264380232244,0.8842830137726168,0.9878476910613017
500,7,nll,2986,2952,2479,3699,3699,0.6701811300351447,0.8026493646931603,1.0
500,7,nll_max_lca,3537,3570,3437,3670,3670,0.9365122615803815,0.9682561307901907,1.0
500,8,gt_min,3684,3684,3684,3684,3684,1.0,1.0,1.0
500,8,gt_max_lca,3745,3745,3745,3745,3745,1.0,1.0,1.0
500,8,hamming,2767,2929,2263,3712,3738,0.6054039593365436,0.7619047619047619,0.9930444087747459
500,8,hamming_max_lca,3246,3414,2922,3723,3738,0.7817014446227929,0.8908507223113965,0.9959871589085072
500,8,nll,2907,3013,2496,3666,3678,0.6786296900489397,0.8047852093529092,0.9967373572593801
500,8,nll_max_lca,3535,3583,3419,3699,3699,0.9243038659097054,0.9621519329548527,1.0
500,9,gt_min,3685,3685,3685,3685,3685,1.0,1.0,1.0
500,9,gt_max_lca,3712,3712,3712,3712,3712,1.0,1.0,1.0
500,9,hamming,2602,2979,2241,3713,3713,0.6035550767573391,0.7515486129814166,1.0
500,9,hamming_max_lca,3286,3347,2891,3708,3745,0.77196261682243,0.885580774365821,0.9901201602136182
500,9,nll,2749,3215,2482,3728,3734,0.6647027316550616,0.7986073915372255,0.998393144081414
500,9,nll_max_lca,3569,3535,3430,3674,3674,0.9335873707131193,0.9667936853565596,1.0
500,10,gt_min,3708,3708,3708,3708,3708,1.0,1.0,1.0
500,10,gt_max_lca,3735,3735,3735,3735,3735,1.0,1.0,1.0
500,10,hamming,2783,2769,2226,3693,3693,0.602761982128351,0.751692391010019,1.0
500,10,hamming_max_lca,3312,3253,2854,3703,3711,0.7690649420641337,0.8845324710320668,0.9978442468337375
500,10,nll,2796,3086,2482,3673,3673,0.6757419003539341,0.8007078682276069,1.0
500,10,nll_max_lca,3532,3514,3380,3666,3666,0.9219858156028369,0.9609929078014184,1.0
500,11,gt_min,3681,3681,3681,3681,3681,1.0,1.0,1.0
500,11,gt_max_lca,3724,3724,3724,3724,3724,1.0,1.0,1.0
500,11,hamming,2563,2995,2225,3703,3711,0.5995688493667475,0.7488547561304231,0.9978442468337375
500,11,hamming_max_lca,3224,3420,2913,3723,3731,0.7807558295363174,0.8903779147681586,0.9978558027338515
500,11,nll,2836,3089,2474,3696,3696,0.6693722943722944,0.8015422077922078,1.0
500,11,nll_max_lca,3558,3622,3450,3722,3730,0.9249329758713136,0.9624664879356568,0.9978552278820375
500,12,gt_min,3719,3719,3719,3719,3719,1.0,1.0,1.0
500,12,gt_max_lca,3748,3748,3748,3748,3748,1.0,1.0,1.0
500,12,hamming,2587,3063,2292,3693,3693,0.620633631194151,0.7649607365285676,1.0
500,12,hamming_max_lca,3201,3372,2907,3636,3666,0.792962356792144,0.896481178396072,0.9918166939443536
500,12,nll,2711,3139,2435,3685,3685,0.66078697421981,0.7937584803256446,1.0
500,12,nll_max_lca,3526,3607,3435,3698,3698,0.9288804759329368,0.9644402379664684,1.0
500,13,gt_min,3724,3724,3724,3724,3724,1.0,1.0,1.0
500,13,gt_max_lca,3679,3679,3679,3679,3679,1.0,1.0,1.0
500,13,hamming,2687,2753,2145,3694,3694,0.5806713589604765,0.73632918245804,1.0
500,13,hamming_max_lca,3333,3311,2945,3691,3699,0.7961611246282779,0.8980805623141389,0.9978372533117059
500,13,nll,2896,3175,2571,3746,3746,0.686332087560064,0.8103310197544047,1.0
500,13,nll_max_lca,3577,3604,3462,3719,3719,0.9308954019897822,0.9654477009948911,1.0
500,14,gt_min,3734,3734,3734,3734,3734,1.0,1.0,1.0
500,14,gt_max_lca,3703,3703,3703,3703,3703,1.0,1.0,1.0
500,14,hamming,2579,3039,2249,3667,3688,0.6098156182212582,0.7616594360086768,0.9943058568329718
500,14,hamming_max_lca,3301,3184,2819,3666,3666,0.7689579923622477,0.8844789961811238,1.0
500,14,nll,2853,3212,2550,3705,3717,0.6860371267150929,0.8158461124562819,0.9967715899919289
500,14,nll_max_lca,3543,3531,3402,3672,3672,0.9264705882352942,0.9632352941176471,1.0
500,15,gt_min,3691,3691,3691,3691,3691,1.0,1.0,1.0
500,15,gt_max_lca,3706,3706,3706,3706,3706,1.0,1.0,1.0
500,15,hamming,2807,2661,2193,3653,3656,0.5998358862144421,0.7478118161925602,0.9991794310722101
500,15,hamming_max_lca,3150,3453,2889,3708,3714,0.7778675282714055,0.8889337641357028,0.9983844911147012
500,15,nll,2738,3099,2439,3698,3698,0.6595457003785831,0.7892103839913467,1.0
500,15,nll_max_lca,3553,3576,3432,3697,3697,0.9283202596700028,0.9641601298350013,1.0
500,16,gt_min,3728,3728,3728,3728,3728,1.0,1.0,1.0
500,16,gt_max_lca,3685,3685,3685,3685,3685,1.0,1.0,1.0
500,16,hamming,2523,3052,2246,3704,3704,0.6063714902807775,0.7525647948164147,1.0
500,16,hamming_max_lca,3278,3323,2905,3696,3696,0.7859848484848485,0.8929924242424242,1.0
500,16,nll,2995,3069,2529,3715,3752,0.6740405117270789,0.8081023454157783,0.9901385927505331
500,16,nll_max_lca,3504,3550,3394,3660,3660,0.9273224043715848,0.9636612021857923,1.0
500,17,gt_min,3715,3715,3715,3715,3715,1.0,1.0,1.0
500,17,gt_max_lca,3708,3708,3708,3708,3708,1.0,1.0,1.0
500,17,hamming,2560,3029,2240,3682,3704,0.6047516198704104,0.7544546436285097,0.994060475161987
500,17,hamming_max_lca,3322,3319,2913,3728,3728,0.7813841201716738,0.8906920600858369,1.0
500,17,nll,2885,3245,2620,3721,3721,0.7041117979037893,0.8237033055630207,1.0
500,17,nll_max_lca,3562,3627,3465,3724,3724,0.9304511278195489,0.9652255639097744,1.0
500,18,gt_min,3718,3718,3718,3718,3718,1.0,1.0,1.0
500,18,gt_max_lca,3713,3713,3713,3713,3713,1.0,1.0,1.0
500,18,hamming,2538,3006,2214,3706,3706,0.5974096060442525,0.7479762547220723,1.0
500,18,hamming_max_lca,3203,3330,2852,3681,3681,0.7747894593860364,0.8873947296930182,1.0
500,18,nll,2942,3023,2504,3692,3702,0.6763911399243652,0.8056455969746084,0.9972987574284171
500,18,nll_max_lca,3564,3624,3431,3751,3757,0.9132286398722385,0.9566143199361192,0.998402981101943
500,19,gt_min,3701,3701,3701,3701,3701,1.0,1.0,1.0
500,19,gt_max_lca,3665,3665,3665,3665,3665,1.0,1.0,1.0
500,19,hamming,2775,2849,2227,3659,3718,0.5989779451317913,0.7563206024744487,0.9841312533620226
500,19,hamming_max_lca,3242,3259,2862,3631,3639,0.786479802143446,0.893239901071723,0.9978015938444628
500,19,nll,2904,2968,2436,3683,3708,0.656957928802589,0.7918015102481122,0.9932578209277239
500,19,nll_max_lca,3553,3552,3427,3678,3678,0.9317563893420338,0.9658781946710169,1.0
